Country,Province,County,District,Variables,Year,District_Name,County_Name,Province_Name,Major_Type
۵٣٧۵۴,١٩٩٢,٢٩٢,١٣,تعداد پذيرفته شدگان با آزمون مرد,1395,مشكین دشت,فردیس,البرز,رياضي
٢٠٠٢٣,۵۶١,۶۴,٧,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي مرد,1395,مشكین دشت,فردیس,البرز,رياضي
٧٣٧٧٧,٢۵۵٣,٣۵۶,٢٠,تعداد کل پذيرفته شدگان مرد,1395,مشكین دشت,فردیس,البرز,رياضي
۶۶/٩٧,۶١/٧۴,۶٠/٧۵,۵٠,درصد قبولي پذيرفته شدگان مرد,1395,مشكین دشت,فردیس,البرز,رياضي
١٧٢٩٢٢,۶٨۵٧,٩٠۴,۶۴,تعداد ثبت نام کنندگان کل,1395,مشكین دشت,فردیس,البرز,رياضي
١۵٠١٢١,۶١٠٧,٨٣۴,۵٩,تعداد شرکت کنندگان کل,1395,مشكین دشت,فردیس,البرز,رياضي
٨۴٩٩٨,٣٣٩٨,۴۵٨,٢٣,تعداد پذيرفته شدگان با آزمون کل,1395,مشكین دشت,فردیس,البرز,رياضي
٣٢١٨٢,٩۶١,١١٧,١٢,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي کل,1395,مشكین دشت,فردیس,البرز,رياضي
١١٧١٨٠,۴٣۵٩,۵٧۵,٣۵,تعداد کل پذيرفته شدگان کل,1395,مشكین دشت,فردیس,البرز,رياضي
۶٧/٧۶,۶٣/۵٧,۶٣/۶١,۵۴/۶٩,درصد قبولي پذيرفته شدگان کل,1395,مشكین دشت,فردیس,البرز,رياضي
0,0,0,0,میانگین نمرات شرکت کنندگان,1395,مشكین دشت,فردیس,البرز,رياضي
٢۵/١٣,٢٣/۶,٢٢/١٧,٢١/٨٢,فارسی,1395,مشكین دشت,فردیس,البرز,رياضي
١۶/٩٩,١۵/٩٩,١٣/٨,١٢/٨٢,عربي,1395,مشكین دشت,فردیس,البرز,رياضي
٢٩/٣١,٢۵/٣,٢٣/۶۴,٢٣/۶٧,معارف,1395,مشكین دشت,فردیس,البرز,رياضي
٢٠/۶٩,٢٢/۶١,١٩/١٩,٩/٩٨,زبان,1395,مشكین دشت,فردیس,البرز,رياضي
۶/١۴,۵/۴٧,۴/١۵,١/۴١,رياضي,1395,مشكین دشت,فردیس,البرز,رياضي
٨/۶٧,٧/٠٧,۵/۵۴,٣/١۵,فیزيك,1395,مشكین دشت,فردیس,البرز,رياضي
۵/٨۶,۴/٧٩,۴/٢٢,٢/۶٧,شیمي,1395,مشكین دشت,فردیس,البرز,رياضي
0,0,0,0,میانگین نمرات قبولین,1395,مشكین دشت,فردیس,البرز,رياضي
٣١/٠٢,٢٨/٩,٢٧/٠٢,٢٢/١٢,فارسی,1395,مشكین دشت,فردیس,البرز,رياضي
٢٢/٢٢,٢٠/۶١,١۶/٨۴,١۵/٣۴,عربي,1395,مشكین دشت,فردیس,البرز,رياضي
٣٧/٩٧,٣٢/۴٣,٢٩/٧۵,٣٠/۴١,معارف,1395,مشكین دشت,فردیس,البرز,رياضي
٢۶/۵٩,٢٧/٩۶,٢۴/۵۶,١٣/۵۵,زبان,1395,مشكین دشت,فردیس,البرز,رياضي
٩/٧١,٨/۵٧,۶/٣۵,٢/۶٨,رياضي,1395,مشكین دشت,فردیس,البرز,رياضي
١٣/٧٢,١١/٠٧,٨/۶۵,۵/٢۶,فیزيك,1395,مشكین دشت,فردیس,البرز,رياضي
٩/٢,٧/۴,۶/٣٢,۴/۴٧,شیمي,1395,مشكین دشت,فردیس,البرز,رياضي
١٣/۵٣,١٣/۴۵,١٢/٩٣,١٢/٩۴,میانگین معدل کتبي ثبت نام کنندگان,1395,مشكین دشت,فردیس,البرز,رياضي
١٣/۶,١٣/۵,١٢/٩٩,١٢/٩٢,میانگین معدل کتبي شرکت کنندگان,1395,مشكین دشت,فردیس,البرز,رياضي
١۴/۶٩,١۴/۴١,١٣/٨١,١٣/٧۶,میانگین معدل کتبي پذيرفته شدگان در رشته ھاي با آزمون,1395,مشكین دشت,فردیس,البرز,رياضي
١٢/٠٧,١٢/٣٣,١٢/٠۵,١٢/٢۴,میانگین معدل کتبي پذيرفته شده شدگان صرفا بر اساس سوابق تحصیلي,1395,مشكین دشت,فردیس,البرز,رياضي
۵١٧٩,۵٠٢١,۴٨٢۵,۴۵٠۵,میانگین نمره کل شرکت کنندگان,1395,مشكین دشت,فردیس,البرز,رياضي
۵٩۵٧,۵۶٨۴,۵۴١٣,۵٠٢۴,میانگین نمره کل پذيرفته شدگان در رشته ھاي با  آزمون,1395,مشكین دشت,فردیس,البرز,رياضي
٣۴۵٨٠٩,٩۵٠٣,١٠۶٣,٩٨,تعداد ثبت نام کنندگان زن,1395,مشكین دشت,فردیس,البرز,تجربي
٣٠٣۴١٩,٨۵١٩,٩٨٧,٩٠,تعداد شرکت کنندگان زن,1395,مشكین دشت,فردیس,البرز,تجربي
۴٨٧٠١,١٧٠۴,١٩٣,١۶,تعداد پذيرفته شدگان با آزمون زن,1395,مشكین دشت,فردیس,البرز,تجربي
۴۴۴۵۶,٩١٨,١١٢,١۵,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي زن,1395,مشكین دشت,فردیس,البرز,تجربي
٩٣١۵٧,٢۶٢٢,٣٠۵,٣١,تعداد کل پذيرفته شدگان زن,1395,مشكین دشت,فردیس,البرز,تجربي
٢۶/٩۴,٢٧/۵٩,٢٨/۶٩,٣١/۶٣,درصد قبولي پذيرفته شدگان زن,1395,مشكین دشت,فردیس,البرز,تجربي
١٨٩٣٠٢,۴٠٨٨,۴۴٧,۴۶,تعداد ثبت نام کنندگان مرد,1395,مشكین دشت,فردیس,البرز,تجربي
١۶١٨٩۶,٣۶٢۵,٣٩٩,٣٨,تعداد شرکت کنندگان مرد,1395,مشكین دشت,فردیس,البرز,تجربي
٢۴٨۵۵,٨٠٧,٨٢,٨,تعداد پذيرفته شدگان با آزمون مرد,1395,مشكین دشت,فردیس,البرز,تجربي
٢۴٣٨١,٣۴٣,۴٢,٢,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي مرد,1395,مشكین دشت,فردیس,البرز,تجربي
۴٩٢٣۶,١١۵٠,١٢۴,١٠,تعداد کل پذيرفته شدگان مرد,1395,مشكین دشت,فردیس,البرز,تجربي
٢۶/٠١,٢٨/١٣,٢٧/٧۴,٢١/٧۴,درصد قبولي پذيرفته شدگان مرد,1395,مشكین دشت,فردیس,البرز,تجربي
۵٣۵١١١,١٣۵٩١,١۵١٠,١۴۴,تعداد ثبت نام کنندگان کل,1395,مشكین دشت,فردیس,البرز,تجربي
۴۶۵٣١۵,١٢١۴۴,١٣٨۶,١٢٨,تعداد شرکت کنندگان کل,1395,مشكین دشت,فردیس,البرز,تجربي
٧٣۵۵۶,٢۵١١,٢٧۵,٢۴,تعداد پذيرفته شدگان با آزمون کل,1395,مشكین دشت,فردیس,البرز,تجربي
۶٨٨٣٧,١٢۶١,١۵۴,١٧,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي کل,1395,مشكین دشت,فردیس,البرز,تجربي
١۴٢٣٩٣,٣٧٧٢,۴٢٩,۴١,تعداد کل پذيرفته شدگان کل,1395,مشكین دشت,فردیس,البرز,تجربي
٢۶/۶١,٢٧/٧۵,٢٨/۴١,٢٨/۴٧,درصد قبولي پذيرفته شدگان کل,1395,مشكین دشت,فردیس,البرز,تجربي
0,0,0,0,میانگین نمرات شرکت کنندگان,1395,مشكین دشت,فردیس,البرز,تجربي
٢۴/۵,٢۴/٨٢,٢٣/١۵,١٨/٣٢,فارسی,1395,مشكین دشت,فردیس,البرز,تجربي
١۵/٢۴,١۵/٨٣,١٢/٢٣,١٠/٠٨,عربي,1395,مشكین دشت,فردیس,البرز,تجربي
٢۶/۵٣,٢۵/٣٢,٢٢/١١,٢٠/۶٨,معارف,1395,مشكین دشت,فردیس,البرز,تجربي
١١/۴٢,١۴/٨٣,١١/٢۴,٧/٨٢,زبان,1395,مشكین دشت,فردیس,البرز,تجربي
٠/۶,٠/۴,٠/٢٧,٠/٨٩,زمین شناسی,1395,مشكین دشت,فردیس,البرز,تجربي
۶/١۵,۶/۶,۴/١٣,٣/۶٩,رياضي,1395,مشكین دشت,فردیس,البرز,تجربي
٨/٠۵,٧/٨,۴/٨۵,٣/٨۵,زيست شناسي,1395,مشكین دشت,فردیس,البرز,تجربي
۵/٨٣,۶/٠۵,٣/٩٢,٣/٠٧,فیزيك,1395,مشكین دشت,فردیس,البرز,تجربي
۶/۴٩,۶/٢,۴/١٨,٣/۶٨,شیمي,1395,مشكین دشت,فردیس,البرز,تجربي
0,0,0,0,میانگین نمرات قبولین,1395,مشكین دشت,فردیس,البرز,تجربي
٣٩/۶٣,٣۵/۶٩,٣٢/۵۵,٢٧/٨١,فارسی,1395,مشكین دشت,فردیس,البرز,تجربي
٣٠/٩٨,٢۶/۴۶,١٩/٣٧,١۴/٨,عربي,1395,مشكین دشت,فردیس,البرز,تجربي
۴۵/٩٣,٣٨/۴۶,٣٢/۵,٣٣/٨۶,معارف,1395,مشكین دشت,فردیس,البرز,تجربي
٢۴/۶,٢۴/۴٨,١٨/٢٧,١٣/٨,زبان,1395,مشكین دشت,فردیس,البرز,تجربي
١/٧٢,١/٠١,١/٠۵,٢/٠۶,زمین شناسی,1395,مشكین دشت,فردیس,البرز,تجربي
١٧/٢٩,١۴/۶٣,٩/٣١,٨/۶,رياضي,1395,مشكین دشت,فردیس,البرز,تجربي
٢٢/٨٩,١٧/۶٣,١٠/٧١,٩/٠٣,زيست شناسي,1395,مشكین دشت,فردیس,البرز,تجربي
١٧/٣٣,١۴,٨/۴٢,١١/٧,فیزيك,1395,مشكین دشت,فردیس,البرز,تجربي
١٧/٩٨,١٣/٧,٨/٩٢,١٠/٣٣,شیمي,1395,مشكین دشت,فردیس,البرز,تجربي
١٣/٨١,١۴/٠٩,١٣/۵٧,١٣/۵۶,میانگین معدل کتبي ثبت نام کنندگان,1395,مشكین دشت,فردیس,البرز,تجربي
١٣/٨٩,١۴/١٩,١٣/۶۶,١٣/٧,میانگین معدل کتبي شرکت کنندگان,1395,مشكین دشت,فردیس,البرز,تجربي
١۶/۴٧,١۵/٨۴,١۵/١٣,١۴/٩١,میانگین معدل کتبي پذيرفته شدگان در رشته ھاي با آزمون,1395,مشكین دشت,فردیس,البرز,تجربي
١٢/۴٨,١٢/٩٢,١٢/٩۶,١٣/٢٩,میانگین معدل کتبي پذيرفته شده شدگان صرفا بر اساس سوابق تحصیلي,1395,مشكین دشت,فردیس,البرز,تجربي
۵۴٠٧,۵۴٣٩,۵١۴٢,۵٠٣٨,میانگین نمره کل شرکت کنندگان,1395,مشكین دشت,فردیس,البرز,تجربي
٧١٢٢,۶۶٣۵,۶١٠١,۶٠٨۵,میانگین نمره کل پذيرفته شدگان در رشته ھاي باآزمون,1395,مشكین دشت,فردیس,البرز,تجربي
١١۶۵٣١,٣۵٢٣,۴٢٩,۵۶,تعداد ثبت نام کنندگان زن,1395,مشكین دشت,فردیس,البرز,انساني
٩١٨٨۶,٢٨٣۴,٣۶٧,۴۶,تعداد شرکت کنندگان زن,1395,مشكین دشت,فردیس,البرز,انساني
۴٠۶۵٢,١۴٣٢,١٧۶,١٨,تعداد پذيرفته شدگان با آزمون زن,1395,مشكین دشت,فردیس,البرز,انساني
٣٣۵٢٧,٧۵۶,٨١,٧,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي زن,1395,مشكین دشت,فردیس,البرز,انساني
٧۴١٧٩,٢١٨٨,٢۵٧,٢۵,تعداد کل پذيرفته شدگان زن,1395,مشكین دشت,فردیس,البرز,انساني
۶٣/۶۶,۶٢/١١,۵٩/٩١,۴۴/۶۴,درصد قبولي پذيرفته شدگان زن,1395,مشكین دشت,فردیس,البرز,انساني
٧٣٧۵٧,١۶٣٠,١۶٠,٣٧,تعداد ثبت نام کنندگان مرد,1395,مشكین دشت,فردیس,البرز,انساني
۵١۵۵١,١٢٠٨,١٢۶,٣٢,تعداد شرکت کنندگان مرد,1395,مشكین دشت,فردیس,البرز,انساني
١٨۵٧٣,۵٢٩,۵٠,١١,تعداد پذيرفته شدگان با آزمون مرد,1395,مشكین دشت,فردیس,البرز,انساني
٢۴۵۶٧,٣۶٢,٣٧,٧,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي مرد,1395,مشكین دشت,فردیس,البرز,انساني
۴٣١۴٠,٨٩١,٨٧,١٨,تعداد کل پذيرفته شدگان مرد,1395,مشكین دشت,فردیس,البرز,انساني
۵٨/۴٩,۵۴/۶۶,۵۴/٣٧,۴٨/۶۵,درصد قبولي پذيرفته شدگان مرد,1395,مشكین دشت,فردیس,البرز,انساني
١٩٠٢٨٨,۵١۵٣,۵٨٩,٩٣,تعداد ثبت نام کنندگان کل,1395,مشكین دشت,فردیس,البرز,انساني
١۴٣۴٣٧,۴٠۴٢,۴٩٣,٧٨,تعداد شرکت کنندگان کل,1395,مشكین دشت,فردیس,البرز,انساني
۵٩٢٢۵,١٩۶١,٢٢۶,٢٩,تعداد پذيرفته شدگان با آزمون کل,1395,مشكین دشت,فردیس,البرز,انساني
۵٨٠٩۴,١١١٨,١١٨,١۴,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي کل,1395,مشكین دشت,فردیس,البرز,انساني
١١٧٣١٩,٣٠٧٩,٣۴۴,۴٣,تعداد کل پذيرفته شدگان کل,1395,مشكین دشت,فردیس,البرز,انساني
۶١/۶۵,۵٩/٧۵,۵٨/۴,۴۶/٢۴,درصد قبولي پذيرفته شدگان کل,1395,مشكین دشت,فردیس,البرز,انساني
0,0,0,0,میانگین نمرات شرکت کنندگان,1395,مشكین دشت,فردیس,البرز,انساني
١٢/٣٩,١٢/٠٧,١١/٠٧,١١/۶٩,فارسی,1395,مشكین دشت,فردیس,البرز,انساني
٩/۴۵,٨/٩,٧/۵۴,۶/۵۴,عربي,1395,مشكین دشت,فردیس,البرز,انساني
١٢/٧١,١١/۶٣,١٠/۴۵,١١/١٩,معارف,1395,مشكین دشت,فردیس,البرز,انساني
٢/۶۶,٣/٧٣,٢/٨١,١/٧۶,زبان,1395,مشكین دشت,فردیس,البرز,انساني
٢/٣٨,٢/٢۴,٢/١٣,٣/٠١,رياضي,1395,مشكین دشت,فردیس,البرز,انساني
١۵/۴۶,١٢/٨۵,١١/٩٣,١۴/١٧,اقتصاد,1395,مشكین دشت,فردیس,البرز,انساني
٨/٠۵,٧/٨,٧/١٣,٧/٢٧,ادبیات فارسی,1395,مشكین دشت,فردیس,البرز,انساني
٨/٨٢,٨/٣۴,۶/٧٩,۵/٣۴,زبان عربی,1395,مشكین دشت,فردیس,البرز,انساني
٧/۴۶,۵/۵۵,۵/۶١,۶/۴۶,تاريخ و جغرافیا,1395,مشكین دشت,فردیس,البرز,انساني
٧/٧۶,۶/٢۴,۵/٢٧,۵/٩٧,علوم اجتماعی,1395,مشكین دشت,فردیس,البرز,انساني
۴/٣٣,٣/٨۶,٣/۶۵,۵/٣۴,فلسفه و منطق,1395,مشكین دشت,فردیس,البرز,انساني
٢٧/٩٧,٢۴/۵٢,٢۴/٣٢,٢٧/۵٣,روانشناسي,1395,مشكین دشت,فردیس,البرز,انساني
0,0,0,0,میانگین نمرات قبولین,1395,مشكین دشت,فردیس,البرز,انساني
١٨/۵٣,١۶/٣٨,١۵/٠٧,١۶/۵٨,فارسی,1395,مشكین دشت,فردیس,البرز,انساني
١۵/٠۴,١٢/٧٧,١٠/٧,٨/١٧,عربي,1395,مشكین دشت,فردیس,البرز,انساني
١٩/٣۴,١۵/٨٩,١۴/٢٣,١٣/۶٩,معارف,1395,مشكین دشت,فردیس,البرز,انساني
۴/۴۶,۵/٢٨,٣/٨٨,١/٩,زبان,1395,مشكین دشت,فردیس,البرز,انساني
۴/٧۵,٣/٨٩,٣/٠٧,۴/۵١,رياضي,1395,مشكین دشت,فردیس,البرز,انساني
٢۵/۵,١٨/٩٧,١٧/۴۴,٢٠/٢٧,اقتصاد,1395,مشكین دشت,فردیس,البرز,انساني
١۴/٢٩,١٢/۴٣,١١/۴۴,١٢/٣٨,ادبیات فارسی,1395,مشكین دشت,فردیس,البرز,انساني
١۵,١٢/٨٩,١٠/۶٩,٨/٨٢,زبان عربی,1395,مشكین دشت,فردیس,البرز,انساني
١١/۶٨,٨/٢٢,٧/۴٨,٨/٢٧,تاريخ و جغرافیا,1395,مشكین دشت,فردیس,البرز,انساني
١۴/۶۶,١٠/٨٣,٨/٩۴,١٠/۴٩,علوم اجتماعی,1395,مشكین دشت,فردیس,البرز,انساني
٧/٩,۶/۴۴,۶/٠٨,۶/۵۵,فلسفه و منطق,1395,مشكین دشت,فردیس,البرز,انساني
٣٩/٣١,٣٢/٠٩,٣١/٨۵,٣١/٩٢,روانشناسي,1395,مشكین دشت,فردیس,البرز,انساني
١٢/۴,١٢/۵٩,١٢/۴٣,١٢/۴٢,میانگین معدل کتبي ثبت نام کنندگان,1395,مشكین دشت,فردیس,البرز,انساني
١٢/۴۴,١٢/۶٢,١٢/۴٨,١٢/۴٩,میانگین معدل کتبي شرکت کنندگان,1395,مشكین دشت,فردیس,البرز,انساني
١٣/۶۶,١٣/٣١,١٣/٠۶,١٢/٧۵,میانگین معدل کتبي پذيرفته شدگان در رشته ھاي با آزمون,1395,مشكین دشت,فردیس,البرز,انساني
١١/٨٣,١٢/١۴,١١/٩٧,١٢/١٨,میانگین معدل کتبي پذيرفته شده شدگان صرفا بر اساس سوابق تحصیلي,1395,مشكین دشت,فردیس,البرز,انساني
۵٣۶۴,۵٢۵۶,۵٢١٩,۵٣٨۶,میانگین نمره کل شرکت کنندگان,1395,مشكین دشت,فردیس,البرز,انساني
۶٢٣١,۵٨۶٨,۵٧٨۴,۵٨٨۴,میانگین نمره کل پذيرفته شدگان در رشته ھاي با  آزمون,1395,مشكین دشت,فردیس,البرز,انساني
۴٠١۴٠,١۴٣٩,١۴٨,٩,تعداد ثبت نام کنندگان زن,1395,مشكین دشت,فردیس,البرز,ھنر
٣٠١٣۴,١٠۵۵,١٠۶,۶,تعداد شرکت کنندگان زن,1395,مشكین دشت,فردیس,البرز,ھنر
٣۶۶٠,١۶٣,١٣,٠,تعداد پذيرفته شدگان با آزمون زن,1395,مشكین دشت,فردیس,البرز,ھنر
٣۴٣٨,١٧٢,١۶,٠,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي زن,1395,مشكین دشت,فردیس,البرز,ھنر
٧٠٩٨,٣٣۵,٢٩,٠,تعداد کل پذيرفته شدگان زن,1395,مشكین دشت,فردیس,البرز,ھنر
١٧/۶٨,٢٣/٢٨,١٩/۵٩,٠,درصد قبولي پذيرفته شدگان زن,1395,مشكین دشت,فردیس,البرز,ھنر
١٧٣٠۵,۵۶۶,۵٨,٢,تعداد ثبت نام کنندگان مرد,1395,مشكین دشت,فردیس,البرز,ھنر
١٢١٠٠,٣٩٩,۴۵,١,تعداد شرکت کنندگان مرد,1395,مشكین دشت,فردیس,البرز,ھنر
١١١۶,۴۶,۵,١,تعداد پذيرفته شدگان با آزمون مرد,1395,مشكین دشت,فردیس,البرز,ھنر
٩٧٩,۴١,۴,٠,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي مرد,1395,مشكین دشت,فردیس,البرز,ھنر
٢٠٩۵,٨٧,٩,١,تعداد کل پذيرفته شدگان مرد,1395,مشكین دشت,فردیس,البرز,ھنر
١٢/١١,١۵/٣٧,١۵/۵٢,۵٠,درصد قبولي پذيرفته شدگان مرد,1395,مشكین دشت,فردیس,البرز,ھنر
۵٧۴۴۵,٢٠٠۵,٢٠۶,١١,تعداد ثبت نام کنندگان کل,1395,مشكین دشت,فردیس,البرز,ھنر
۴٢٢٣۴,١۴۵۴,١۵١,٧,تعداد شرکت کنندگان کل,1395,مشكین دشت,فردیس,البرز,ھنر
۴٧٧۶,٢٠٩,١٨,١,تعداد پذيرفته شدگان با آزمون کل,1395,مشكین دشت,فردیس,البرز,ھنر
۴۴١٧,٢١٣,٢٠,٠,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي کل,1395,مشكین دشت,فردیس,البرز,ھنر
٩١٩٣,۴٢٢,٣٨,١,تعداد کل پذيرفته شدگان کل,1395,مشكین دشت,فردیس,البرز,ھنر
١۶,٢١/٠۵,١٨/۴۵,٩/٠٩,درصد قبولي پذيرفته شدگان کل,1395,مشكین دشت,فردیس,البرز,ھنر
0,0,0,0,میانگین نمرات شرکت کنندگان,1395,مشكین دشت,فردیس,البرز,ھنر
٢٢/۵۵,٢٠/٨۶,١٨/٢٨,١٩/٠٧,فارسی,1395,مشكین دشت,فردیس,البرز,ھنر
١١/٧٢,١٠/۴٢,٩/٣۵,٧/٢۶,عربي,1395,مشكین دشت,فردیس,البرز,ھنر
٢۶/٨۵,٢٢/٩٧,٢١/۴٨,٢۵/٩۴,معارف,1395,مشكین دشت,فردیس,البرز,ھنر
١٠/۶٨,١١/٨٨,٨/۵١,۵/٣٧,زبان,1395,مشكین دشت,فردیس,البرز,ھنر
٢/۴١,۴/٣۵,٢/۵,۵/٩,درک عمومی ھنر,1395,مشكین دشت,فردیس,البرز,ھنر
١١/۵,١٢/۵٩,٩/٢۶,٧/٨١,درک عمومی ریاضی و فیزیک,1395,مشكین دشت,فردیس,البرز,ھنر
٢/٣۶,٣/٣٢,٢/٣۴,۴/۵۴,ترسیم فني,1395,مشكین دشت,فردیس,البرز,ھنر
۶/٩۶,١٠/٠۴,۶/۵٢,٧/١۶,خلاقیت تصويري و تجسمی,1395,مشكین دشت,فردیس,البرز,ھنر
۴/۴٨,۶/١,۴/٣٢,٨/٣٧,خلاقیت نمايشي,1395,مشكین دشت,فردیس,البرز,ھنر
٠/٨٣,٣/١۴,٠/٨۶,١/٢,خلاقیت موسیقي,1395,مشكین دشت,فردیس,البرز,ھنر
٠/٩٢,١/٢٨,٠/٧٩,٣/٨٣,خواص مواد,1395,مشكین دشت,فردیس,البرز,ھنر
0,0,0,0,میانگین نمرات قبولین,1395,مشكین دشت,فردیس,البرز,ھنر
٢٣/٧۴,٢٧/٠٧,٢٢/٣٢,۴٠,فارسی,1395,مشكین دشت,فردیس,البرز,ھنر
١٠/٢١,١١/۴۵,٧/٩۵,١٢,عربي,1395,مشكین دشت,فردیس,البرز,ھنر
٢۶/٢۶,٣١/۵١,٢۴/۴٢,١٧/۴,معارف,1395,مشكین دشت,فردیس,البرز,ھنر
١٢/٨۵,١٧/١۶,١۶/٠٢,۵/۴,زبان,1395,مشكین دشت,فردیس,البرز,ھنر
١٠/۶٨,١٧/٧٧,١٣/٣٧,٣٠,درک عمومی ھنر,1395,مشكین دشت,فردیس,البرز,ھنر
١۶/١,١٩/٧۴,١۴/۴٣,١١/٢,درک عمومی ریاضی و فیزیک,1395,مشكین دشت,فردیس,البرز,ھنر
۶/١,١٠/۴۶,٧/٠٧,٢٠,ترسیم فني,1395,مشكین دشت,فردیس,البرز,ھنر
٢٠/٧٧,٢٩/۶٩,٢۴/٢٩,٣١/٧,خلاقیت تصويري و تجسمی,1395,مشكین دشت,فردیس,البرز,ھنر
١٢/٠٩,١۶/١٩,١۵/٣٢,۴٣/۴,خلاقیت نمايشي,1395,مشكین دشت,فردیس,البرز,ھنر
٣/٩۶,١٢/٨١,۴/٩٣,۶/٧,خلاقیت موسیقي,1395,مشكین دشت,فردیس,البرز,ھنر
٢/٩١,۴/٣,٣/٣۵,۶/٧,خواص مواد,1395,مشكین دشت,فردیس,البرز,ھنر
١۴/١,١٣/٩٨,١٣/۴,١٣/٧۴,میانگین معدل کتبي ثبت نام کنندگان,1395,مشكین دشت,فردیس,البرز,ھنر
١٣/٩٢,١٣/٨٩,١٣/٣,١٣/۵١,میانگین معدل کتبي شرکت کنندگان,1395,مشكین دشت,فردیس,البرز,ھنر
١۴/٢٨,١۴/٨٩,١۴/٢٨,٩/٧٢,میانگین معدل کتبي پذيرفته شدگان در رشته ھاي با آزمون,1395,مشكین دشت,فردیس,البرز,ھنر
١٣/٧٢,١٣/۵٣,١٢/۵٢,٠,میانگین معدل کتبي پذيرفته شده شدگان صرفا بر اساس سوابق تحصیلي,1395,مشكین دشت,فردیس,البرز,ھنر
۵٣٧۵,۵۶١٠,۵٢٠٨,۵٧٨٧,میانگین نمره کل شرکت کنندگان,1395,مشكین دشت,فردیس,البرز,ھنر
۶۵۶٣,٧۴۴٩,۶٨٣٣,٨۶١٠,میانگین نمره کل پذيرفته شدگان در رشته ھاي با  آزمون,1395,مشكین دشت,فردیس,البرز,ھنر
٧٩٣۶٠,٢۵٠۴,٢٩٨,١۴,تعداد ثبت نام کنندگان زن,1395,مشكین دشت,فردیس,البرز,زبان
۶٣۶١٣,١٩٨٨,٢۵٠,١٠,تعداد شرکت کنندگان زن,1395,مشكین دشت,فردیس,البرز,زبان
٣۵۵٩,١٢۴,١۶,١,تعداد پذيرفته شدگان با آزمون زن,1395,مشكین دشت,فردیس,البرز,زبان
۵٩٢۶,١٨۶,٢٢,٠,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي زن,1395,مشكین دشت,فردیس,البرز,زبان
٩۴٨۵,٣١٠,٣٨,١,تعداد کل پذيرفته شدگان زن,1395,مشكین دشت,فردیس,البرز,زبان
١١/٩۵,١٢/٣٨,١٢/٧۵,٧/١۴,درصد قبولي پذيرفته شدگان زن,1395,مشكین دشت,فردیس,البرز,زبان
۴٠۵۵۶,١١٣٣,١٢٠,۶,تعداد ثبت نام کنندگان مرد,1395,مشكین دشت,فردیس,البرز,زبان
٣١٣١٣,٨٨٢,١٠١,۵,تعداد شرکت کنندگان مرد,1395,مشكین دشت,فردیس,البرز,زبان
١۴٠٢,۵۶,٧,٠,تعداد پذيرفته شدگان با آزمون مرد,1395,مشكین دشت,فردیس,البرز,زبان
١٨۵٨,٣۵,٣,٠,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي مرد,1395,مشكین دشت,فردیس,البرز,زبان
٣٢۶٠,٩١,١٠,٠,تعداد کل پذيرفته شدگان مرد,1395,مشكین دشت,فردیس,البرز,زبان
٨/٠۴,٨/٠٣,٨/٣٣,٠,درصد قبولي پذيرفته شدگان مرد,1395,مشكین دشت,فردیس,البرز,زبان
١١٩٩١۶,٣۶٣٧,۴١٨,٢٠,تعداد ثبت نام کنندگان کل,1395,مشكین دشت,فردیس,البرز,زبان
٩۴٩٢۶,٢٨٧٠,٣۵١,١۵,تعداد شرکت کنندگان کل,1395,مشكین دشت,فردیس,البرز,زبان
۴٩۶١,١٨٠,٢٣,١,تعداد پذيرفته شدگان با آزمون کل,1395,مشكین دشت,فردیس,البرز,زبان
٧٧٨۴,٢٢١,٢۵,٠,تعداد پذيرفته شدگان صرفا بر اساس سوابق تحصیلي کل,1395,مشكین دشت,فردیس,البرز,زبان
١٢٧۴۵,۴٠١,۴٨,١,تعداد کل پذيرفته شدگان کل,1395,مشكین دشت,فردیس,البرز,زبان
١٠/۶٣,١١/٠٣,١١/۴٨,۵,درصد قبولي پذيرفته شدگان کل,1395,مشكین دشت,فردیس,البرز,زبان
0,0,0,0,میانگین نمرات شرکت کنندگان,1395,مشكین دشت,فردیس,البرز,زبان
٢۶/٣٨,٢۴/۴۵,٢٢/٢۴,٢۶/٢۵,فارسی,1395,مشكین دشت,فردیس,البرز,زبان
٢٠/۶٨,١٨/٨,١۴/٩,١۶/٨٣,عربي,1395,مشكین دشت,فردیس,البرز,زبان
٣٣/۵۶,٢٨/۶٧,٢۵/١٧,٣۵/۶٧,معارف,1395,مشكین دشت,فردیس,البرز,زبان
